Date,Open,High,Low,Close,Adj Close,Volume
2020-04-27,1793.339966,1829.479980,1773.089966,1824.839966,1824.839966,0
2020-04-28,1850.130005,1871.800049,1833.829956,1863.930054,1863.930054,0
2020-04-29,1893.250000,1975.099976,1893.250000,1972.079956,1972.079956,0
2020-04-30,1967.589966,1991.410034,1931.250000,1939.839966,1939.839966,0
2020-05-01,1894.650024,1914.599976,1867.040039,1877.500000,1877.500000,0
2020-05-04,1862.229980,1890.469971,1844.359985,1880.619995,1880.619995,0
2020-05-05,1880.619995,1933.989990,1857.760010,1863.119995,1863.119995,0
2020-05-06,1866.300049,1877.920044,1839.060059,1840.880005,1840.880005,0
2020-05-07,1872.079956,1890.920044,1865.520020,1876.739990,1876.739990,0
2020-05-08,1901.430054,1918.619995,1896.060059,1916.239990,1916.239990,0
2020-05-11,1903.439941,1909.609985,1881.170044,1885.920044,1885.920044,0
2020-05-12,1897.079956,1907.189941,1863.459961,1863.550049,1863.550049,0
2020-05-13,1873.109985,1874.900024,1771.699951,1791.650024,1791.650024,0
2020-05-14,1762.199951,1814.469971,1750.000000,1809.670044,1809.670044,0
2020-05-15,1809.670044,1832.270020,1793.739990,1823.130005,1823.130005,0
2020-05-18,1870.589966,1908.969971,1870.380005,1904.810059,1904.810059,0
2020-05-19,1902.880005,1914.869995,1882.400024,1884.520020,1884.520020,0
2020-05-20,1919.060059,1947.729980,1911.180054,1941.599976,1941.599976,0
2020-05-21,1936.780029,1936.780029,1894.349976,1916.060059,1916.060059,0
2020-05-22,1914.939941,1922.540039,1898.819946,1922.349976,1922.349976,0
2020-05-26,1958.020020,1958.420044,1938.579956,1945.209961,1945.209961,0
2020-05-27,1959.939941,1963.680054,1904.449951,1963.430054,1963.430054,0
2020-05-28,1964.410034,1968.219971,1927.609985,1933.859985,1933.859985,0
2020-05-29,1932.489990,1932.489990,1896.689941,1921.859985,1921.859985,0
2020-06-01,1923.689941,1956.680054,1907.119995,1952.219971,1952.219971,0
2020-06-02,1954.930054,1992.060059,1954.930054,1989.589966,1989.589966,0
2020-06-03,1997.119995,2031.630005,1991.560059,2025.199951,2025.199951,0
2020-06-04,2022.349976,2034.329956,2007.459961,2030.579956,2030.579956,0
2020-06-05,2090.530029,2108.750000,2080.330078,2095.689941,2095.689941,0
